id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
61,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
62,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
63,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
64,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
65,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
66,Men Tshirts,5,default,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
67,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
68,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
69,Men Tshirts,5,default,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
70,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
71,Men Tshirts,5,default,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
72,Men Tshirts,5,black,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
73,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
74,Men Tshirts,5,black,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
75,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
76,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
77,Men Tshirts,5,white,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
78,Men Tshirts,5,black,round,printed,typography,long sleeves,dummy,dummy,dummy,dummy,dummy
79,Men Tshirts,5,default,round,printed,solid,long sleeves,dummy,dummy,dummy,dummy,dummy
80,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
81,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
82,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
83,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
84,Men Tshirts,5,black,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
85,Men Tshirts,5,black,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
86,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
87,Men Tshirts,5,black,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
88,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
89,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
90,Men Tshirts,5,multicolor,white,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
91,Men Tshirts,5,black,round,printed,typography,long sleeves,dummy,dummy,dummy,dummy,dummy
92,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
93,Men Tshirts,5,multicolor,white,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
94,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
95,Men Tshirts,5,default,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
96,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
97,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
98,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
99,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
100,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
101,Men Tshirts,5,default,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
102,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
103,Men Tshirts,5,multicolor,white,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
104,Men Tshirts,5,default,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
105,Men Tshirts,5,multicolor,white,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
106,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
107,Men Tshirts,5,white,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
108,Men Tshirts,5,maroon,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
109,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
110,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
111,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
112,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
113,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
114,Men Tshirts,5,black,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
115,Men Tshirts,5,default,round,solid,solid,long sleeves,dummy,dummy,dummy,dummy,dummy
116,Men Tshirts,5,default,round,solid,solid,long sleeves,dummy,dummy,dummy,dummy,dummy
117,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
118,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
119,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
120,Men Tshirts,5,black,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
121,Men Tshirts,5,black,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
122,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
123,Men Tshirts,5,maroon,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
124,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
125,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
126,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
127,Men Tshirts,5,white,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
128,Men Tshirts,5,default,round,solid,solid,long sleeves,dummy,dummy,dummy,dummy,dummy
129,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
130,Men Tshirts,5,white,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
131,Men Tshirts,5,white,round,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
132,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
133,Men Tshirts,5,default,round,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
134,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
135,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
136,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
137,Men Tshirts,5,default,round,solid,solid,long sleeves,dummy,dummy,dummy,dummy,dummy
138,Men Tshirts,5,black,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
139,Men Tshirts,5,default,round,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
140,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
141,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
142,Men Tshirts,5,white,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
143,Men Tshirts,5,white,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
144,Men Tshirts,5,white,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
145,Men Tshirts,5,white,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
146,Men Tshirts,5,multicolor,white,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
147,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
148,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
149,Men Tshirts,5,white,round,printed,typography,long sleeves,dummy,dummy,dummy,dummy,dummy
150,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
151,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
152,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
153,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
154,Men Tshirts,5,default,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
155,Men Tshirts,5,default,round,printed,typography,long sleeves,dummy,dummy,dummy,dummy,dummy
156,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
157,Men Tshirts,5,default,round,printed,typography,long sleeves,dummy,dummy,dummy,dummy,dummy
158,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
159,Men Tshirts,5,black,round,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
160,Men Tshirts,5,black,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
161,Men Tshirts,5,white,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
162,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
163,Men Tshirts,5,default,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
164,Men Tshirts,5,black,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
165,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
166,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
167,Men Tshirts,5,black,round,solid,solid,long sleeves,dummy,dummy,dummy,dummy,dummy
168,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
169,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
170,Men Tshirts,5,white,round,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
171,Men Tshirts,5,white,round,printed,typography,long sleeves,dummy,dummy,dummy,dummy,dummy
172,Men Tshirts,5,black,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
173,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
174,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
175,Men Tshirts,5,black,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
176,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
177,Men Tshirts,5,black,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
178,Men Tshirts,5,white,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
179,Men Tshirts,5,white,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
180,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
181,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
182,Men Tshirts,5,black,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
183,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
184,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
185,Men Tshirts,5,black,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
186,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
187,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
188,Men Tshirts,5,default,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
189,Men Tshirts,5,black,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
190,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
191,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
192,Men Tshirts,5,multicolor,round,printed,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
193,Men Tshirts,5,default,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
194,Men Tshirts,5,default,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
195,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
196,Men Tshirts,5,multicolor,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
197,Men Tshirts,5,default,round,solid,solid,long sleeves,dummy,dummy,dummy,dummy,dummy
198,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
199,Men Tshirts,5,default,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
200,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
201,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
202,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
203,Men Tshirts,5,black,round,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
204,Men Tshirts,5,black,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
205,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
206,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
207,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
208,Men Tshirts,5,black,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
209,Men Tshirts,5,white,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
210,Men Tshirts,5,black,round,printed,typography,long sleeves,dummy,dummy,dummy,dummy,dummy
211,Men Tshirts,5,red,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
212,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
213,Men Tshirts,5,red,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
214,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
215,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
216,Men Tshirts,5,black,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
217,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
218,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
219,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
220,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
221,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
222,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
223,Men Tshirts,5,white,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
224,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
225,Men Tshirts,5,default,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
226,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
227,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
228,Men Tshirts,5,black,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
229,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
230,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
231,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
232,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
233,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
234,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
235,Men Tshirts,5,black,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
236,Men Tshirts,5,maroon,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
237,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
238,Men Tshirts,5,white,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
239,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
240,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
241,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
242,Men Tshirts,5,maroon,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
243,Men Tshirts,5,white,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
244,Men Tshirts,5,maroon,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
245,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
246,Men Tshirts,5,multicolor,white,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
247,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
248,Men Tshirts,5,multicolor,white,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
249,Men Tshirts,5,default,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
250,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
251,Men Tshirts,5,white,round,printed,typography,long sleeves,dummy,dummy,dummy,dummy,dummy
252,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
253,Men Tshirts,5,multicolor,white,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
254,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
255,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
256,Men Tshirts,5,black,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
257,Men Tshirts,5,black,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
258,Men Tshirts,5,default,round,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
259,Men Tshirts,5,black,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
260,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
261,Men Tshirts,5,multicolor,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
262,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
263,Men Tshirts,5,default,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
264,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
265,Men Tshirts,5,white,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
266,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
267,Men Tshirts,5,multicolor,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
268,Men Tshirts,5,multicolor,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
269,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
270,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
271,Men Tshirts,5,white,round,printed,typography,short sleeves,dummy,dummy,dummy,dummy,dummy
272,Men Tshirts,5,black,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
273,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
274,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
275,Men Tshirts,5,white,round,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
276,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
277,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
278,Men Tshirts,5,black,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
279,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
280,Men Tshirts,5,white,round,printed,default,long sleeves,dummy,dummy,dummy,dummy,dummy
281,Men Tshirts,5,default,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
282,Men Tshirts,5,white,polo,printed,default,short sleeves,dummy,dummy,dummy,dummy,dummy
283,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,dummy,dummy,dummy,dummy,dummy
